season,week,celebrity_name,partner,age,industry,total_judge_score,num_judges,is_eliminated,placement,result_description
19,2,Jonathan Bennett,Allison Holker,33,Actor/Actress,30.0,4,0,9,Eliminated Week 6
19,2,Randy Couture,Karina Smirnoff,51,Athlete,28.0,4,0,11,Eliminated Week 3
19,2,Tommy Chong,Peta Murgatroyd,76,Comedian,28.0,4,0,5,Eliminated Week 10
19,2,Betsey Johnson,Tony Dovolani,72,Fashion Designer,28.0,4,0,10,Eliminated Week 4
19,2,Tavis Smiley,Sharna Burgess,50,Radio Personality,28.0,4,1,12,Eliminated Week 2
19,2,Michael Waltrip,Emma Slater,51,Racing Driver,24.0,4,0,7,Eliminated Week 8
19,2,Lolo Jones,Keo Motsepe,32,Athlete,0.0,4,0,13,Eliminated Week 1
19,3,Janel Parrish,Valentin Chmerkovskiy,25,Actor/Actress,40.0,4,0,3,3rd Place
19,3,Bethany Mota,Derek Hough,18,Social Media Personality,40.0,4,0,4,Eliminated Week 11
19,3,Tommy Chong,Peta Murgatroyd,76,Comedian,34.0,4,0,5,Eliminated Week 10
19,3,Jonathan Bennett,Allison Holker,33,Actor/Actress,32.0,4,0,9,Eliminated Week 6
19,3,Alfonso Ribeiro,Witney Carson,42,Actor/Actress,32.0,4,0,1,1st Place
19,3,Sadie Robertson,Mark Ballas,17,TV Personality,32.0,4,0,2,2nd Place
19,3,Lea Thompson,Artem Chigvintsev,53,Actor/Actress,31.0,4,0,6,Eliminated Week 9
19,3,Antonio Sabato Jr.,Cheryl Burke,42,Actor/Actress,29.0,4,0,8,Eliminated Week 7
19,3,Betsey Johnson,Tony Dovolani,72,Fashion Designer,29.0,4,0,10,Eliminated Week 4
19,3,Michael Waltrip,Emma Slater,51,Racing Driver,28.0,4,0,7,Eliminated Week 8
19,3,Randy Couture,Karina Smirnoff,51,Athlete,26.0,4,1,11,Eliminated Week 3
19,3,Lolo Jones,Keo Motsepe,32,Athlete,0.0,4,0,13,Eliminated Week 1
19,3,Tavis Smiley,Sharna Burgess,50,Radio Personality,0.0,4,0,12,Eliminated Week 2
19,4,Alfonso Ribeiro,Witney Carson,42,Actor/Actress,40.0,4,0,1,1st Place
19,4,Lea Thompson,Artem Chigvintsev,53,Actor/Actress,39.0,4,0,6,Eliminated Week 9
19,4,Sadie Robertson,Mark Ballas,17,TV Personality,37.0,4,0,2,2nd Place
19,4,Janel Parrish,Valentin Chmerkovskiy,25,Actor/Actress,36.0,4,0,3,3rd Place
19,4,Bethany Mota,Derek Hough,18,Social Media Personality,33.0,4,0,4,Eliminated Week 11
19,4,Antonio Sabato Jr.,Cheryl Burke,42,Actor/Actress,29.0,4,0,8,Eliminated Week 7
19,4,Betsey Johnson,Tony Dovolani,72,Fashion Designer,29.0,4,1,10,Eliminated Week 4
19,4,Tommy Chong,Peta Murgatroyd,76,Comedian,28.0,4,0,5,Eliminated Week 10
19,4,Michael Waltrip,Emma Slater,51,Racing Driver,25.0,4,0,7,Eliminated Week 8
19,4,Jonathan Bennett,Allison Holker,33,Actor/Actress,24.0,4,0,9,Eliminated Week 6
19,4,Lolo Jones,Keo Motsepe,32,Athlete,0.0,4,0,13,Eliminated Week 1
19,4,Randy Couture,Karina Smirnoff,51,Athlete,0.0,4,0,11,Eliminated Week 3
19,4,Tavis Smiley,Sharna Burgess,50,Radio Personality,0.0,4,0,12,Eliminated Week 2
19,5,Sadie Robertson,Mark Ballas,17,TV Personality,36.0,4,0,2,2nd Place
19,5,Lea Thompson,Artem Chigvintsev,53,Actor/Actress,34.0,4,0,6,Eliminated Week 9
19,5,Alfonso Ribeiro,Witney Carson,42,Actor/Actress,34.0,4,0,1,1st Place
19,5,Janel Parrish,Valentin Chmerkovskiy,25,Actor/Actress,33.0,4,0,3,3rd Place
19,5,Bethany Mota,Derek Hough,18,Social Media Personality,32.0,4,0,4,Eliminated Week 11
19,5,Antonio Sabato Jr.,Cheryl Burke,42,Actor/Actress,28.0,4,0,8,Eliminated Week 7
19,5,Jonathan Bennett,Allison Holker,33,Actor/Actress,24.0,4,0,9,Eliminated Week 6
19,5,Tommy Chong,Peta Murgatroyd,76,Comedian,23.0,4,0,5,Eliminated Week 10
19,5,Michael Waltrip,Emma Slater,51,Racing Driver,20.0,4,0,7,Eliminated Week 8
19,5,Lolo Jones,Keo Motsepe,32,Athlete,0.0,4,0,13,Eliminated Week 1
19,5,Randy Couture,Karina Smirnoff,51,Athlete,0.0,4,0,11,Eliminated Week 3
19,5,Betsey Johnson,Tony Dovolani,72,Fashion Designer,0.0,4,0,10,Eliminated Week 4
19,5,Tavis Smiley,Sharna Burgess,50,Radio Personality,0.0,4,0,12,Eliminated Week 2
19,6,Alfonso Ribeiro,Witney Carson,42,Actor/Actress,39.0,4,0,1,1st Place
19,6,Bethany Mota,Derek Hough,18,Social Media Personality,36.0,4,0,4,Eliminated Week 11
19,6,Sadie Robertson,Mark Ballas,17,TV Personality,35.0,4,0,2,2nd Place
19,6,Janel Parrish,Valentin Chmerkovskiy,25,Actor/Actress,33.0,4,0,3,3rd Place
19,6,Jonathan Bennett,Allison Holker,33,Actor/Actress,32.0,4,1,9,Eliminated Week 6
19,6,Lea Thompson,Artem Chigvintsev,53,Actor/Actress,32.0,4,0,6,Eliminated Week 9
19,6,Michael Waltrip,Emma Slater,51,Racing Driver,30.0,4,0,7,Eliminated Week 8
19,6,Antonio Sabato Jr.,Cheryl Burke,42,Actor/Actress,28.0,4,0,8,Eliminated Week 7
19,6,Tommy Chong,Peta Murgatroyd,76,Comedian,28.0,4,0,5,Eliminated Week 10
19,6,Lolo Jones,Keo Motsepe,32,Athlete,0.0,4,0,13,Eliminated Week 1
19,6,Randy Couture,Karina Smirnoff,51,Athlete,0.0,4,0,11,Eliminated Week 3
19,6,Betsey Johnson,Tony Dovolani,72,Fashion Designer,0.0,4,0,10,Eliminated Week 4
19,6,Tavis Smiley,Sharna Burgess,50,Radio Personality,0.0,4,0,12,Eliminated Week 2
19,7,Bethany Mota,Derek Hough,18,Social Media Personality,37.5,4,0,4,Eliminated Week 11
19,7,Lea Thompson,Artem Chigvintsev,53,Actor/Actress,35.0,4,0,6,Eliminated Week 9
19,7,Alfonso Ribeiro,Witney Carson,42,Actor/Actress,34.0,4,0,1,1st Place
19,7,Janel Parrish,Valentin Chmerkovskiy,25,Actor/Actress,33.5,4,0,3,3rd Place
19,7,Sadie Robertson,Mark Ballas,17,TV Personality,31.0,4,0,2,2nd Place
19,7,Tommy Chong,Peta Murgatroyd,76,Comedian,30.0,4,0,5,Eliminated Week 10
19,7,Antonio Sabato Jr.,Cheryl Burke,42,Actor/Actress,29.5,4,1,8,Eliminated Week 7
19,7,Michael Waltrip,Emma Slater,51,Racing Driver,28.0,4,0,7,Eliminated Week 8
19,7,Jonathan Bennett,Allison Holker,33,Actor/Actress,0.0,4,0,9,Eliminated Week 6
19,7,Lolo Jones,Keo Motsepe,32,Athlete,0.0,4,0,13,Eliminated Week 1
19,7,Randy Couture,Karina Smirnoff,51,Athlete,0.0,4,0,11,Eliminated Week 3
19,7,Betsey Johnson,Tony Dovolani,72,Fashion Designer,0.0,4,0,10,Eliminated Week 4
19,7,Tavis Smiley,Sharna Burgess,50,Radio Personality,0.0,4,0,12,Eliminated Week 2
19,8,Janel Parrish,Valentin Chmerkovskiy,25,Actor/Actress,43.0,4,0,3,3rd Place
19,8,Alfonso Ribeiro,Witney Carson,42,Actor/Actress,41.0,4,0,1,1st Place
19,8,Bethany Mota,Derek Hough,18,Social Media Personality,40.0,4,0,4,Eliminated Week 11
19,8,Sadie Robertson,Mark Ballas,17,TV Personality,38.0,4,0,2,2nd Place
19,8,Lea Thompson,Artem Chigvintsev,53,Actor/Actress,32.0,4,0,6,Eliminated Week 9
19,8,Tommy Chong,Peta Murgatroyd,76,Comedian,29.0,4,0,5,Eliminated Week 10
19,8,Michael Waltrip,Emma Slater,51,Racing Driver,25.0,4,1,7,Eliminated Week 8
19,8,Antonio Sabato Jr.,Cheryl Burke,42,Actor/Actress,0.0,4,0,8,Eliminated Week 7
19,8,Jonathan Bennett,Allison Holker,33,Actor/Actress,0.0,4,0,9,Eliminated Week 6
19,8,Lolo Jones,Keo Motsepe,32,Athlete,0.0,4,0,13,Eliminated Week 1
19,8,Randy Couture,Karina Smirnoff,51,Athlete,0.0,4,0,11,Eliminated Week 3
19,8,Betsey Johnson,Tony Dovolani,72,Fashion Designer,0.0,4,0,10,Eliminated Week 4
19,8,Tavis Smiley,Sharna Burgess,50,Radio Personality,0.0,4,0,12,Eliminated Week 2
19,9,Janel Parrish,Valentin Chmerkovskiy,25,Actor/Actress,38.5,4,0,3,3rd Place
19,9,Alfonso Ribeiro,Witney Carson,42,Actor/Actress,38.5,4,0,1,1st Place
19,9,Bethany Mota,Derek Hough,18,Social Media Personality,37.0,4,0,4,Eliminated Week 11
19,9,Sadie Robertson,Mark Ballas,17,TV Personality,36.5,4,0,2,2nd Place
19,9,Lea Thompson,Artem Chigvintsev,53,Actor/Actress,35.0,4,1,6,Eliminated Week 9
19,9,Tommy Chong,Peta Murgatroyd,76,Comedian,28.5,4,0,5,Eliminated Week 10
19,9,Antonio Sabato Jr.,Cheryl Burke,42,Actor/Actress,0.0,4,0,8,Eliminated Week 7
19,9,Jonathan Bennett,Allison Holker,33,Actor/Actress,0.0,4,0,9,Eliminated Week 6
19,9,Lolo Jones,Keo Motsepe,32,Athlete,0.0,4,0,13,Eliminated Week 1
19,9,Randy Couture,Karina Smirnoff,51,Athlete,0.0,4,0,11,Eliminated Week 3
19,9,Betsey Johnson,Tony Dovolani,72,Fashion Designer,0.0,4,0,10,Eliminated Week 4
19,9,Michael Waltrip,Emma Slater,51,Racing Driver,0.0,4,0,7,Eliminated Week 8
19,9,Tavis Smiley,Sharna Burgess,50,Radio Personality,0.0,4,0,12,Eliminated Week 2
19,10,Janel Parrish,Valentin Chmerkovskiy,25,Actor/Actress,39.0,4,0,3,3rd Place
19,10,Bethany Mota,Derek Hough,18,Social Media Personality,38.0,4,0,4,Eliminated Week 11
19,10,Alfonso Ribeiro,Witney Carson,42,Actor/Actress,37.5,4,0,1,1st Place
19,10,Sadie Robertson,Mark Ballas,17,TV Personality,37.0,4,0,2,2nd Place
19,10,Tommy Chong,Peta Murgatroyd,76,Comedian,31.0,4,1,5,Eliminated Week 10
19,10,Antonio Sabato Jr.,Cheryl Burke,42,Actor/Actress,0.0,4,0,8,Eliminated Week 7
19,10,Jonathan Bennett,Allison Holker,33,Actor/Actress,0.0,4,0,9,Eliminated Week 6
19,10,Lea Thompson,Artem Chigvintsev,53,Actor/Actress,0.0,4,0,6,Eliminated Week 9
19,10,Lolo Jones,Keo Motsepe,32,Athlete,0.0,4,0,13,Eliminated Week 1
19,10,Randy Couture,Karina Smirnoff,51,Athlete,0.0,4,0,11,Eliminated Week 3
19,10,Betsey Johnson,Tony Dovolani,72,Fashion Designer,0.0,4,0,10,Eliminated Week 4
19,10,Michael Waltrip,Emma Slater,51,Racing Driver,0.0,4,0,7,Eliminated Week 8
19,10,Tavis Smiley,Sharna Burgess,50,Radio Personality,0.0,4,0,12,Eliminated Week 2
19,11,Alfonso Ribeiro,Witney Carson,42,Actor/Actress,40.0,4,0,1,1st Place
19,11,Sadie Robertson,Mark Ballas,17,TV Personality,39.333200000000005,4,0,2,2nd Place
19,11,Janel Parrish,Valentin Chmerkovskiy,25,Actor/Actress,38.9998,4,0,3,3rd Place
19,11,Bethany Mota,Derek Hough,18,Social Media Personality,38.0,4,1,4,Eliminated Week 11
19,11,Antonio Sabato Jr.,Cheryl Burke,42,Actor/Actress,0.0,4,0,8,Eliminated Week 7
19,11,Jonathan Bennett,Allison Holker,33,Actor/Actress,0.0,4,0,9,Eliminated Week 6
19,11,Lea Thompson,Artem Chigvintsev,53,Actor/Actress,0.0,4,0,6,Eliminated Week 9
19,11,Lolo Jones,Keo Motsepe,32,Athlete,0.0,4,0,13,Eliminated Week 1
19,11,Randy Couture,Karina Smirnoff,51,Athlete,0.0,4,0,11,Eliminated Week 3
19,11,Tommy Chong,Peta Murgatroyd,76,Comedian,0.0,4,0,5,Eliminated Week 10
19,11,Betsey Johnson,Tony Dovolani,72,Fashion Designer,0.0,4,0,10,Eliminated Week 4
19,11,Michael Waltrip,Emma Slater,51,Racing Driver,0.0,4,0,7,Eliminated Week 8
19,11,Tavis Smiley,Sharna Burgess,50,Radio Personality,0.0,4,0,12,Eliminated Week 2
20,1,Rumer Willis,Valentin Chmerkovskiy,26,Actor/Actress,32.0,4,0,1,1st Place
20,1,Riker Lynch,Allison Holker,23,Actor/Actress,31.0,4,0,2,2nd Place
20,1,Nastia Liukin,Derek Hough,25,Athlete,30.0,4,0,4,Eliminated Week 9
20,1,Robert Herjavec,Kym Johnson,52,Entrepreneur,28.0,4,0,6,Eliminated Week 8
20,1,Michael Sam,Peta Murgatroyd,25,Athlete,26.0,4,0,10,Eliminated Week 4
20,1,Noah Galloway,Sharna Burgess,33,Motivational Speaker,26.0,4,0,3,3rd Place
20,1,Chris Soules,Witney Carson,33,TV Personality,26.0,4,0,5,Eliminated Week 8
20,1,Suzanne Somers,Tony Dovolani,68,Actor/Actress,25.0,4,0,9,Eliminated Week 5
20,1,Willow Shields,Mark Ballas,14,Actor/Actress,25.0,4,0,7,Eliminated Week 7
20,1,Patti LaBelle,Artem Chigvintsev,70,Singer/Rapper,25.0,4,0,8,Eliminated Week 6
20,1,Charlotte McKinney,Keo Motsepe,21,Model,22.0,4,0,11,Eliminated Week 3
20,1,Redfoo,Emma Slater,39,Singer/Rapper,22.0,4,0,12,Eliminated Week 2
20,2,Nastia Liukin,Derek Hough,25,Athlete,34.0,4,0,4,Eliminated Week 9
20,2,Willow Shields,Mark Ballas,14,Actor/Actress,32.0,4,0,7,Eliminated Week 7
20,2,Riker Lynch,Allison Holker,23,Actor/Actress,32.0,4,0,2,2nd Place
20,2,Rumer Willis,Valentin Chmerkovskiy,26,Actor/Actress,32.0,4,0,1,1st Place
20,2,Redfoo,Emma Slater,39,Singer/Rapper,31.0,4,1,12,Eliminated Week 2
20,2,Suzanne Somers,Tony Dovolani,68,Actor/Actress,28.0,4,0,9,Eliminated Week 5
20,2,Michael Sam,Peta Murgatroyd,25,Athlete,28.0,4,0,10,Eliminated Week 4
20,2,Robert Herjavec,Kym Johnson,52,Entrepreneur,28.0,4,0,6,Eliminated Week 8
20,2,Patti LaBelle,Artem Chigvintsev,70,Singer/Rapper,28.0,4,0,8,Eliminated Week 6
20,2,Noah Galloway,Sharna Burgess,33,Motivational Speaker,27.0,4,0,3,3rd Place
20,2,Charlotte McKinney,Keo Motsepe,21,Model,26.0,4,0,11,Eliminated Week 3
20,2,Chris Soules,Witney Carson,33,TV Personality,21.0,4,0,5,Eliminated Week 8
20,3,Riker Lynch,Allison Holker,23,Actor/Actress,34.0,4,0,2,2nd Place
20,3,Nastia Liukin,Derek Hough,25,Athlete,34.0,4,0,4,Eliminated Week 9
20,3,Rumer Willis,Valentin Chmerkovskiy,26,Actor/Actress,33.0,4,0,1,1st Place
20,3,Willow Shields,Mark Ballas,14,Actor/Actress,32.0,4,0,7,Eliminated Week 7
20,3,Noah Galloway,Sharna Burgess,33,Motivational Speaker,30.0,4,0,3,3rd Place
20,3,Robert Herjavec,Kym Johnson,52,Entrepreneur,29.0,4,0,6,Eliminated Week 8
20,3,Chris Soules,Witney Carson,33,TV Personality,28.0,4,0,5,Eliminated Week 8
20,3,Suzanne Somers,Tony Dovolani,68,Actor/Actress,25.0,4,0,9,Eliminated Week 5
20,3,Michael Sam,Peta Murgatroyd,25,Athlete,24.0,4,0,10,Eliminated Week 4
20,3,Charlotte McKinney,Keo Motsepe,21,Model,22.0,4,1,11,Eliminated Week 3
20,3,Patti LaBelle,Artem Chigvintsev,70,Singer/Rapper,22.0,4,0,8,Eliminated Week 6
20,3,Redfoo,Emma Slater,39,Singer/Rapper,0.0,4,0,12,Eliminated Week 2
20,4,Willow Shields,Mark Ballas,14,Actor/Actress,39.0,4,0,7,Eliminated Week 7
20,4,Nastia Liukin,Derek Hough,25,Athlete,36.0,4,0,4,Eliminated Week 9
20,4,Rumer Willis,Valentin Chmerkovskiy,26,Actor/Actress,35.0,4,0,1,1st Place
20,4,Riker Lynch,Allison Holker,23,Actor/Actress,34.0,4,0,2,2nd Place
20,4,Robert Herjavec,Kym Johnson,52,Entrepreneur,34.0,4,0,6,Eliminated Week 8
20,4,Noah Galloway,Sharna Burgess,33,Motivational Speaker,32.0,4,0,3,3rd Place
20,4,Michael Sam,Peta Murgatroyd,25,Athlete,30.0,4,1,10,Eliminated Week 4
20,4,Patti LaBelle,Artem Chigvintsev,70,Singer/Rapper,30.0,4,0,8,Eliminated Week 6
20,4,Suzanne Somers,Tony Dovolani,68,Actor/Actress,28.0,4,0,9,Eliminated Week 5
20,4,Chris Soules,Witney Carson,33,TV Personality,27.0,4,0,5,Eliminated Week 8
20,4,Charlotte McKinney,Keo Motsepe,21,Model,0.0,4,0,11,Eliminated Week 3
20,4,Redfoo,Emma Slater,39,Singer/Rapper,0.0,4,0,12,Eliminated Week 2
20,5,Rumer Willis,Valentin Chmerkovskiy,26,Actor/Actress,39.0,4,0,1,1st Place
20,5,Riker Lynch,Allison Holker,23,Actor/Actress,38.0,4,0,2,2nd Place
20,5,Nastia Liukin,Derek Hough,25,Athlete,38.0,4,0,4,Eliminated Week 9
20,5,Willow Shields,Mark Ballas,14,Actor/Actress,34.0,4,0,7,Eliminated Week 7
20,5,Suzanne Somers,Tony Dovolani,68,Actor/Actress,28.0,4,1,9,Eliminated Week 5
20,5,Noah Galloway,Sharna Burgess,33,Motivational Speaker,28.0,4,0,3,3rd Place
20,5,Patti LaBelle,Artem Chigvintsev,70,Singer/Rapper,27.0,4,0,8,Eliminated Week 6
20,5,Chris Soules,Witney Carson,33,TV Personality,27.0,4,0,5,Eliminated Week 8
20,5,Robert Herjavec,Kym Johnson,52,Entrepreneur,24.0,4,0,6,Eliminated Week 8
20,5,Michael Sam,Peta Murgatroyd,25,Athlete,0.0,4,0,10,Eliminated Week 4
20,5,Charlotte McKinney,Keo Motsepe,21,Model,0.0,4,0,11,Eliminated Week 3
20,5,Redfoo,Emma Slater,39,Singer/Rapper,0.0,4,0,12,Eliminated Week 2
20,6,Riker Lynch,Allison Holker,23,Actor/Actress,38.0,4,0,2,2nd Place
20,6,Willow Shields,Mark Ballas,14,Actor/Actress,36.5,4,0,7,Eliminated Week 7
20,6,Nastia Liukin,Derek Hough,25,Athlete,36.5,4,0,4,Eliminated Week 9
20,6,Rumer Willis,Valentin Chmerkovskiy,26,Actor/Actress,35.5,4,0,1,1st Place
20,6,Chris Soules,Witney Carson,33,TV Personality,35.0,4,0,5,Eliminated Week 8
20,6,Noah Galloway,Sharna Burgess,33,Motivational Speaker,34.0,4,0,3,3rd Place
20,6,Patti LaBelle,Artem Chigvintsev,70,Singer/Rapper,34.0,4,1,8,Eliminated Week 6
20,6,Robert Herjavec,Kym Johnson,52,Entrepreneur,33.5,4,0,6,Eliminated Week 8
20,6,Suzanne Somers,Tony Dovolani,68,Actor/Actress,0.0,4,0,9,Eliminated Week 5
20,6,Michael Sam,Peta Murgatroyd,25,Athlete,0.0,4,0,10,Eliminated Week 4
20,6,Charlotte McKinney,Keo Motsepe,21,Model,0.0,4,0,11,Eliminated Week 3
20,6,Redfoo,Emma Slater,39,Singer/Rapper,0.0,4,0,12,Eliminated Week 2
20,7,Nastia Liukin,Derek Hough,25,Athlete,41.0,4,0,4,Eliminated Week 9
20,7,Willow Shields,Mark Ballas,14,Actor/Actress,39.0,4,1,7,Eliminated Week 7
20,7,Noah Galloway,Sharna Burgess,33,Motivational Speaker,38.0,4,0,3,3rd Place
20,7,Riker Lynch,Allison Holker,23,Actor/Actress,37.0,4,0,2,2nd Place
20,7,Rumer Willis,Valentin Chmerkovskiy,26,Actor/Actress,37.0,4,0,1,1st Place
20,7,Robert Herjavec,Kym Johnson,52,Entrepreneur,31.0,4,0,6,Eliminated Week 8
20,7,Chris Soules,Witney Carson,33,TV Personality,31.0,4,0,5,Eliminated Week 8
20,7,Suzanne Somers,Tony Dovolani,68,Actor/Actress,0.0,4,0,9,Eliminated Week 5
20,7,Michael Sam,Peta Murgatroyd,25,Athlete,0.0,4,0,10,Eliminated Week 4
20,7,Charlotte McKinney,Keo Motsepe,21,Model,0.0,4,0,11,Eliminated Week 3
20,7,Redfoo,Emma Slater,39,Singer/Rapper,0.0,4,0,12,Eliminated Week 2
20,7,Patti LaBelle,Artem Chigvintsev,70,Singer/Rapper,0.0,4,0,8,Eliminated Week 6
20,8,Rumer Willis,Valentin Chmerkovskiy,26,Actor/Actress,40.0,4,0,1,1st Place
20,8,Riker Lynch,Allison Holker,23,Actor/Actress,39.0,4,0,2,2nd Place
20,8,Nastia Liukin,Derek Hough,25,Athlete,38.0,4,0,4,Eliminated Week 9
20,8,Chris Soules,Witney Carson,33,TV Personality,32.0,4,1,5,Eliminated Week 8
20,8,Noah Galloway,Sharna Burgess,33,Motivational Speaker,31.5,4,0,3,3rd Place
20,8,Robert Herjavec,Kym Johnson,52,Entrepreneur,31.0,4,1,6,Eliminated Week 8
20,8,Suzanne Somers,Tony Dovolani,68,Actor/Actress,0.0,4,0,9,Eliminated Week 5
20,8,Willow Shields,Mark Ballas,14,Actor/Actress,0.0,4,0,7,Eliminated Week 7
20,8,Michael Sam,Peta Murgatroyd,25,Athlete,0.0,4,0,10,Eliminated Week 4
20,8,Charlotte McKinney,Keo Motsepe,21,Model,0.0,4,0,11,Eliminated Week 3
20,8,Redfoo,Emma Slater,39,Singer/Rapper,0.0,4,0,12,Eliminated Week 2
20,8,Patti LaBelle,Artem Chigvintsev,70,Singer/Rapper,0.0,4,0,8,Eliminated Week 6
20,9,Riker Lynch,Allison Holker,23,Actor/Actress,40.0,4,0,2,2nd Place
20,9,Nastia Liukin,Derek Hough,25,Athlete,40.0,4,1,4,Eliminated Week 9
20,9,Rumer Willis,Valentin Chmerkovskiy,26,Actor/Actress,39.0,4,0,1,1st Place
20,9,Noah Galloway,Sharna Burgess,33,Motivational Speaker,38.0,4,0,3,3rd Place
20,9,Suzanne Somers,Tony Dovolani,68,Actor/Actress,0.0,4,0,9,Eliminated Week 5
20,9,Willow Shields,Mark Ballas,14,Actor/Actress,0.0,4,0,7,Eliminated Week 7
20,9,Michael Sam,Peta Murgatroyd,25,Athlete,0.0,4,0,10,Eliminated Week 4
20,9,Robert Herjavec,Kym Johnson,52,Entrepreneur,0.0,4,0,6,Eliminated Week 8
20,9,Charlotte McKinney,Keo Motsepe,21,Model,0.0,4,0,11,Eliminated Week 3
20,9,Redfoo,Emma Slater,39,Singer/Rapper,0.0,4,0,12,Eliminated Week 2
20,9,Patti LaBelle,Artem Chigvintsev,70,Singer/Rapper,0.0,4,0,8,Eliminated Week 6
20,9,Chris Soules,Witney Carson,33,TV Personality,0.0,4,0,5,Eliminated Week 8
20,10,Riker Lynch,Allison Holker,23,Actor/Actress,40.0,4,0,2,2nd Place
20,10,Rumer Willis,Valentin Chmerkovskiy,26,Actor/Actress,40.0,4,0,1,1st Place
20,10,Noah Galloway,Sharna Burgess,33,Motivational Speaker,36.0,4,0,3,3rd Place
20,10,Suzanne Somers,Tony Dovolani,68,Actor/Actress,0.0,4,0,9,Eliminated Week 5
20,10,Willow Shields,Mark Ballas,14,Actor/Actress,0.0,4,0,7,Eliminated Week 7
20,10,Nastia Liukin,Derek Hough,25,Athlete,0.0,4,0,4,Eliminated Week 9
20,10,Michael Sam,Peta Murgatroyd,25,Athlete,0.0,4,0,10,Eliminated Week 4
20,10,Robert Herjavec,Kym Johnson,52,Entrepreneur,0.0,4,0,6,Eliminated Week 8
20,10,Charlotte McKinney,Keo Motsepe,21,Model,0.0,4,0,11,Eliminated Week 3
20,10,Redfoo,Emma Slater,39,Singer/Rapper,0.0,4,0,12,Eliminated Week 2
20,10,Patti LaBelle,Artem Chigvintsev,70,Singer/Rapper,0.0,4,0,8,Eliminated Week 6
20,10,Chris Soules,Witney Carson,33,TV Personality,0.0,4,0,5,Eliminated Week 8
21,1,Nick Carter,Sharna Burgess,35,Singer/Rapper,24.0,3,0,2,2nd Place
21,1,Bindi Irwin,Derek Hough,17,TV Personality,24.0,3,0,1,1st Place
21,1,Carlos PenaVega,Witney Carson,26,Actor/Actress,23.0,3,0,4,Eliminated Week 11
21,1,Tamar Braxton,Valentin Chmerkovskiy,38,Singer/Rapper,23.0,3,0,5,Withdrew
21,1,Alexa PenaVega,Mark Ballas,27,Actor/Actress,22.0,3,0,6,Eliminated Week 9
21,1,Alek Skarlatos,Lindsay Arnold,22,Military,22.0,3,0,3,3rd Place
21,1,Andy Grammer,Allison Holker,31,Singer/Rapper,21.0,3,0,7,Eliminated Week 8
21,1,Hayes Grier,Emma Slater,15,Social Media Personality,21.0,3,0,8,Eliminated Week 7
21,1,Gary Busey,Anna Trebunskaya,71,Actor/Actress,15.0,3,0,10,Eliminated Week 4
21,1,Victor Espinoza,Karina Smirnoff,43,Athlete,15.0,3,0,12,Eliminated Week 2
21,1,Paula Deen,Louis van Amstel,68,TV Personality,15.0,3,0,9,Eliminated Week 6
21,1,Chaka Khan,Keo Motsepe,62,Singer/Rapper,13.0,3,0,13,Eliminated Week 2
21,1,Kim Zolciak-Biermann,Tony Dovolani,37,TV Personality,12.0,3,0,11,Withdrew
21,2,Tamar Braxton,Valentin Chmerkovskiy,38,Singer/Rapper,24.5,3,0,5,Withdrew
21,2,Bindi Irwin,Derek Hough,17,TV Personality,24.0,3,0,1,1st Place
21,2,Alexa PenaVega,Mark Ballas,27,Actor/Actress,23.0,3,0,6,Eliminated Week 9
21,2,Carlos PenaVega,Witney Carson,26,Actor/Actress,22.5,3,0,4,Eliminated Week 11
21,2,Alek Skarlatos,Lindsay Arnold,22,Military,22.5,3,0,3,3rd Place
21,2,Nick Carter,Sharna Burgess,35,Singer/Rapper,22.5,3,0,2,2nd Place
21,2,Hayes Grier,Emma Slater,15,Social Media Personality,22.5,3,0,8,Eliminated Week 7
21,2,Andy Grammer,Allison Holker,31,Singer/Rapper,22.0,3,0,7,Eliminated Week 8
21,2,Victor Espinoza,Karina Smirnoff,43,Athlete,18.5,3,1,12,Eliminated Week 2
21,2,Kim Zolciak-Biermann,Tony Dovolani,37,TV Personality,18.5,3,0,11,Withdrew
21,2,Paula Deen,Louis van Amstel,68,TV Personality,18.5,3,0,9,Eliminated Week 6
21,2,Gary Busey,Anna Trebunskaya,71,Actor/Actress,16.5,3,0,10,Eliminated Week 4
21,2,Chaka Khan,Keo Motsepe,62,Singer/Rapper,15.0,3,1,13,Eliminated Week 2
21,3,Alexa PenaVega,Mark Ballas,27,Actor/Actress,36.0,4,0,6,Eliminated Week 9
21,3,Nick Carter,Sharna Burgess,35,Singer/Rapper,36.0,4,0,2,2nd Place
21,3,Alek Skarlatos,Lindsay Arnold,22,Military,33.0,4,0,3,3rd Place
21,3,Tamar Braxton,Valentin Chmerkovskiy,38,Singer/Rapper,33.0,4,0,5,Withdrew
21,3,Bindi Irwin,Derek Hough,17,TV Personality,32.0,4,0,1,1st Place
21,3,Carlos PenaVega,Witney Carson,26,Actor/Actress,31.0,4,0,4,Eliminated Week 11
21,3,Hayes Grier,Emma Slater,15,Social Media Personality,30.0,4,0,8,Eliminated Week 7
21,3,Andy Grammer,Allison Holker,31,Singer/Rapper,29.0,4,0,7,Eliminated Week 8
21,3,Gary Busey,Anna Trebunskaya,71,Actor/Actress,25.0,4,0,10,Eliminated Week 4
21,3,Paula Deen,Louis van Amstel,68,TV Personality,20.0,4,0,9,Eliminated Week 6
21,3,Victor Espinoza,Karina Smirnoff,43,Athlete,0.0,4,0,12,Eliminated Week 2
